Order_ID,Branch,Order_Date,Order_Priority,Manufacturer,Model_Name,Category,Screen_Size,Screen,CPU,RAM,Storage,GPU,OS,OS_Version,Weight,Price,Quantity,Discount,Total_Price,Profit,Ship_Duration
3929,Arak,1398-06-12,L,Acer,Aspire E5-576G,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 940MX,Windows,10,2.23kg,6150000,2,0,12300000.0,930000,9
3930,Karaj,1392-12-08,M,Dell,Vostro 5468,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,2550000,1,0,2550000.0,290000,5
3931,Arak,1395-06-14,L,Lenovo,Yoga 700-11ISK,2 in 1 Convertible,"11.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core M m7-6Y75 1.2GHz,8GB,256GB SSD,Intel HD Graphics 515,Windows,10,1.1kg,4600000,2,0,9200000.0,900000,8
3932,Isfahan,1393-11-13,L,Lenovo,ThinkPad 13,Notebook,"13.3""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.44kg,3050000,1,0,3050000.0,330000,7
3933,Isfahan,1390-11-10,L,HP,Pavilion 14-BK001nv,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.58kg,1200000,1,0,1200000.0,110000,8
3934,Ahvaz,1400-07-09,C,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.05kg,19400000,1,0,19400000.0,1410000,1
3935,Hamedan,1399-01-05,M,Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,"17.3""",Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,3kg,14800000,1,0,14800000.0,1340000,6
3936,Shiraz,1400-09-07,H,HP,ZBook Studio,Workstation,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,Windows,7,2.0kg,53400000,1,0,53400000.0,6710000,3
3937,Tabriz,1391-07-20,L,Acer,Spin 5,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.6kg,3250000,1,0,3250000.0,300000,8
3938,Kermanshah,1391-08-28,M,Acer,Aspire F5-573G-510L,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows,10,2.4kg,2900000,1,0,2900000.0,280000,5
3939,Orumiyeh,1391-03-08,M,Acer,Spin 5,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.6kg,1700000,1,0,1700000.0,110000,6
3940,Orumiyeh,1398-08-03,L,Lenovo,IdeaPad 320-17IKBR,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,2TB HDD,Nvidia GeForce MX150,No OS,,2.8kg,9500000,1,0,9500000.0,500000,10
3941,Sari,1401-11-19,M,HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.04kg,36450000,1,0,36450000.0,3720000,4
3942,Kish,1391-09-25,L,Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2GHz,8GB,128GB SSD,Intel HD Graphics 520,Windows,10,2.2kg,1700000,1,0,1700000.0,210000,9
3943,Rasht,1398-11-28,C,MSI,GE72VR Apache,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.7kg,22200000,2,0,44400000.0,3760000,1
3944,Kish,1392-08-15,L,Asus,Zenbook UX510UW-FI095T,Notebook,"15.6""",IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2kg,3950000,1,0,3950000.0,310000,7
3945,Yazd,1401-02-09,M,Dell,Latitude 5580,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.9kg,26350000,1,0,26350000.0,2640000,6
3946,Arak,1400-08-18,L,Dell,Inspiron 3567,Notebook,"15.6""",1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,,2.3kg,22600000,1,0,22600000.0,2460000,8
3947,Mashhad,1393-02-05,H,Dell,Inspiron 5578,2 in 1 Convertible,"15.6""",Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,2.09kg,3800000,1,0,3800000.0,430000,2
3948,Tehran,1395-10-20,L,HP,ProBook 440,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.63kg,2700000,1,2,2646000.0,270000,9
3949,Orumiyeh,1391-07-04,M,HP,Omen 15-AX205na,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,2750000,1,0,2750000.0,200000,4
3950,Tehran,1396-11-05,L,Lenovo,ThinkPad E480,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.75kg,4850000,1,0,4850000.0,380000,8
3951,Hamedan,1392-04-29,M,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,2.1kg,1500000,1,0,1500000.0,140000,5
3952,Karaj,1399-02-12,M,Lenovo,IdeaPad 310-15IKB,Ultrabook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD,Nvidia GeForce 920M,Windows,10,1.54kg,12950000,1,5,12302500.0,1130000,4
3953,Mashhad,1398-08-17,L,HP,ProBook 640,Notebook,"14.0""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.95kg,12050000,1,7,11206500.0,1400000,10
3954,Shiraz,1394-05-05,L,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,"15.6""",1366x768,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,AMD Radeon R5 M330,Windows,10,2.19kg,2500000,1,0,2500000.0,230000,9
3955,Arak,1396-02-27,M,HP,Envy 13-AB002nv,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.34kg,4950000,1,0,4950000.0,420000,5
3956,Zanjan,1391-08-21,M,Acer,Aspire A517-51G,Notebook,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows,10,3kg,2600000,1,0,2600000.0,220000,4
3957,Tehran,1394-09-14,L,Lenovo,ThinkPad X1,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.14kg,8850000,1,0,8850000.0,770000,9
3958,Ahvaz,1401-10-05,L,Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows,10,1.55kg,26050000,1,0,26050000.0,2780000,9
3959,Kermanshah,1394-12-15,M,Dell,Inspiron 5770,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,,2.8kg,3750000,1,0,3750000.0,330000,6
3960,Tabriz,1392-11-20,M,Dell,Inspiron 5570,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon 530,Windows,10,2.2kg,2300000,1,0,2300000.0,220000,4
3961,Hamedan,1399-08-16,M,Asus,Rog GL552VW-DM201T,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.591kg,24450000,1,0,24450000.0,2510000,6
3962,Isfahan,1397-12-09,M,HP,17-bs000nv I3,Notebook,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,AMD Radeon R5 520,Windows,10,2.5kg,9250000,1,5,8787500.0,680000,6
3963,Ahvaz,1395-05-07,L,Lenovo,IdeaPad 320-15IKBN,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,Nvidia GeForce 940MX,No OS,,2.2kg,1950000,1,2,1911000.0,160000,7
3964,Tehran,1391-11-27,L,Acer,Aspire F5-573G,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows,10,2.4kg,2900000,3,0,8700000.0,900000,7
3965,Mashhad,1399-07-17,M,Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,Intel HD Graphics 520,No OS,,2.2kg,12900000,1,0,12900000.0,1520000,6
3966,Hamedan,1396-10-17,L,HP,ProBook 640,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,4300000,1,0,4300000.0,400000,7
3967,Sari,1390-10-20,L,Lenovo,IdeaPad 310-15IKB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920M,Windows,10,2.4kg,950000,1,0,950000.0,100000,8
3968,Mashhad,1394-03-24,M,Lenovo,Flex 5,2 in 1 Convertible,"14.0""",Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.7kg,3250000,1,0,3250000.0,220000,5
3969,Yazd,1398-05-17,M,Toshiba,Tecra A40-C-1KF,Notebook,"14.0""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.75kg,10800000,1,0,10800000.0,1120000,5
3970,Kermanshah,1391-06-28,M,Dell,Inspiron 5570,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon 530,Windows,10,2.2kg,2200000,1,0,2200000.0,230000,5
3971,Tabriz,1400-12-04,L,HP,Probook 450,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,Windows,10,2.04kg,25650000,1,0,25650000.0,2750000,8
3972,Kermanshah,1398-07-09,H,Dell,Latitude 3480,Notebook,"14.0""",1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.76kg,6700000,1,0,6700000.0,800000,3
3973,Mashhad,1392-07-17,L,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,3300000,1,0,3300000.0,350000,8
3974,Tehran,1398-11-19,L,Dell,Inspiron 5770,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,10,2.8kg,18850000,1,0,18850000.0,2280000,7
3975,Tehran,1400-09-30,M,Dell,Inspiron 7577,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62kg,31800000,1,0,31800000.0,2840000,5
3976,Karaj,1401-08-28,H,Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Nvidia GeForce 920MX ,No OS,,2.2kg,17500000,1,0,17500000.0,1660000,3
3977,Isfahan,1399-09-20,M,MSI,GL62 6QF,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.3kg,30500000,2,0,61000000.0,5850000,4
3978,Mashhad,1399-06-16,L,Dell,Inspiron 3567,Notebook,"15.6""",1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,,2.3kg,18100000,2,0,36200000.0,3550000,10
3979,Tabriz,1397-10-26,M,Asus,Vivobook X541UV-DM1217T,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 920MX ,Windows,10,2kg,8800000,1,0,8800000.0,850000,4
3980,Rasht,1395-12-29,L,Acer,Aspire 3,Notebook,"15.6""",1366x768,AMD A9-Series 9420 3GHz,6GB,1TB HDD,AMD Radeon R5,Windows,10,2.1kg,1500000,1,0,1500000.0,160000,7
3981,Isfahan,1397-02-21,L,Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows,10,1.55kg,4400000,1,0,4400000.0,480000,7
3982,Orumiyeh,1390-12-12,H,Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,"14.0""",1366x768,AMD E-Series E2-6110 1.5GHz,2GB,32GB Flash Storage,AMD Radeon R2,Windows,10,1.65kg,350000,1,5,332500.0,30000,3
3983,Tehran,1400-06-17,M,Huawei,MateBook X,Ultrabook,"13.0""",IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,41250000,1,0,41250000.0,4220000,6
3984,Tehran,1401-04-31,C,Asus,Rog G752VL-GC088D,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,Nvidia GeForce GTX 965M,No OS,,4kgs,25550000,1,0,25550000.0,2210000,1
3985,Kermanshah,1399-05-01,L,Dell,Inspiron 5370,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon 530,Windows,10,1.4kg,19050000,1,3,18478500.0,1460000,9
3986,Tabriz,1396-07-17,L,Dell,Inspiron 3567,Notebook,"15.6""",1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,,2.3kg,3150000,1,0,3150000.0,280000,7
3987,Tabriz,1402-05-31,M,Toshiba,Tecra A50-C-1ZV,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.2kg,55850000,1,0,55850000.0,5640000,5
3988,Rasht,1395-06-03,L,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.4kg,4000000,1,0,4000000.0,390000,10
3989,Arak,1393-08-08,L,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,2050000,1,0,2050000.0,190000,10
3990,Shiraz,1395-05-18,M,Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.37kg,4900000,1,0,4900000.0,370000,5
3991,Hamedan,1397-05-09,M,Acer,Spin 5,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.6kg,11450000,1,0,11450000.0,1290000,6
3992,Kermanshah,1402-01-05,H,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,"15.6""",1366x768,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,Nvidia GeForce 920M,Windows,10,2.2kg,38800000,1,0,38800000.0,3720000,2
3993,Tehran,1392-10-16,H,Lenovo,IdeaPad 320-15AST,Notebook,"15.6""",1366x768,AMD A6-Series 9220 2.9GHz,4GB,500GB HDD,AMD Radeon R4 Graphics,No OS,,2.2kg,900000,1,3,873000.0,70000,2
3994,Ahvaz,1400-09-30,M,HP,ProBook 430,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,128GB SSD,Intel UHD Graphics 620,Windows,10,1.49kg,19900000,3,0,59700000.0,6220000,6
3995,Karaj,1392-08-16,M,HP,Omen 17-w207nv,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,3.35kg,6000000,1,0,6000000.0,560000,5
3996,Kish,1396-06-11,M,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.8kg,3150000,1,0,3150000.0,350000,4
3997,Mashhad,1395-05-11,M,Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.37kg,4950000,1,0,4950000.0,460000,4
3998,Karaj,1391-02-05,C,Asus,ZenBook Flip,2 in 1 Convertible,"13.3""",Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.1kg,2300000,1,0,2300000.0,180000,1
3999,Rasht,1393-08-09,H,Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.2kg,8650000,1,9,7871500.0,950000,2
4000,Hamedan,1396-01-30,L,MSI,GE72 Apache,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.9kg,5650000,2,0,11300000.0,1120000,9
4001,Arak,1392-06-31,L,Lenovo,ThinkPad 13,Notebook,"13.3""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.44kg,2750000,1,2,2695000.0,230000,7
4002,Mashhad,1395-01-09,L,Acer,Aspire F5-573G,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows,10,2.4kg,2700000,1,0,2700000.0,240000,10
4003,Sari,1397-04-15,M,Dell,Inspiron 7560,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows,10,2.0kg,9400000,1,0,9400000.0,1040000,4
4004,Orumiyeh,1400-07-12,M,Dell,Inspiron 3567,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,12GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.25kg,18150000,1,0,18150000.0,2070000,5
4005,Ahvaz,1401-02-06,L,HP,Omen 17-w212nv,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,3.35kg,33150000,1,0,33150000.0,3370000,8
4006,Yazd,1391-01-24,L,Lenovo,ThinkPad T560,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.3kg,2550000,1,0,2550000.0,210000,10
4007,Hamedan,1395-08-14,L,HP,Probook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.07kg,3250000,1,0,3250000.0,330000,10
4008,Tehran,1399-06-04,H,Apple,Macbook Air,Ultrabook,"13.3""",1440x900,Intel Core i5 1.8GHz,8GB,128GB Flash Storage,Intel HD Graphics 6000,macOS,,1.34kg,20200000,1,0,20200000.0,1810000,3
4009,Mashhad,1398-07-01,L,Asus,ROG GL703VD-GC028T,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.9kg,16000000,1,0,16000000.0,1530000,7
4010,Kermanshah,1399-09-29,L,Dell,Latitude 5480,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.64kg,32950000,1,0,32950000.0,3240000,8
4011,Ahvaz,1391-03-13,M,Lenovo,ThinkPad L570,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.38kg,1850000,1,0,1850000.0,140000,4
4012,Mashhad,1394-07-10,M,Dell,Inspiron 3576,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon 520,Windows,10,2.13kg,2450000,2,0,4900000.0,420000,4
4013,Mashhad,1395-07-23,L,Acer,Aspire A517-51G,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows,10,3kg,3450000,1,0,3450000.0,370000,8
4014,Hamedan,1391-08-06,M,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,3kg,3900000,2,0,7800000.0,680000,5
4015,Rasht,1392-06-29,C,Apple,MacBook Pro,Ultrabook,"13.3""",IPS Panel Retina Display 2560x1600,Intel Core i5 2.3GHz,8GB,128GB SSD,Intel Iris Plus Graphics 640,macOS,,1.37kg,4100000,1,0,4100000.0,400000,1
4016,Mashhad,1402-04-15,L,Dell,Vostro 5370,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.41kg,47250000,1,2,46305000.0,5340000,10
4017,Zanjan,1399-04-29,M,Dell,Inspiron 3567,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.14kg,12450000,1,0,12450000.0,1820000,5
4018,Tehran,1392-05-28,M,Dell,Inspiron 3576,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon 520,Linux,,2.2kg,2100000,1,0,2100000.0,200000,4
4019,Yazd,1393-03-08,H,Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.2kg,4700000,1,5,4465000.0,580000,2
4020,Sari,1391-03-28,L,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows,10,1.90kg,1350000,1,3,1309500.0,110000,7
4021,Yazd,1392-04-08,L,Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB Hybrid,Nvidia GeForce GTX 1050,Windows,10,2.62kg,3000000,1,7,2790000.0,340000,9
4022,Shiraz,1393-08-22,C,Dell,Vostro 3568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,AMD Radeon R5 M420,Windows,10,2.18kg,2350000,1,0,2350000.0,230000,1
4023,Sari,1398-07-26,H,Lenovo,ThinkPad X1,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB Flash Storage,Intel HD Graphics 620,Windows,10,1.13kg,21300000,1,0,21300000.0,1870000,3
4024,Mashhad,1396-10-29,L,Lenovo,IdeaPad 310-15ISK,Notebook,"15.6""",1366x768,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,Nvidia GeForce 920MX,No OS,,2.2kg,2800000,1,0,2800000.0,290000,7
4025,Kish,1396-04-16,H,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.5kg,4500000,1,0,4500000.0,460000,2
4026,Karaj,1396-07-09,C,Lenovo,ThinkPad L470,Notebook,"14.0""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.02kg,3800000,2,0,7600000.0,750000,1
4027,Mashhad,1390-12-21,H,LG,Gram 14Z970,Ultrabook,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,0.98kg,3550000,1,0,3550000.0,500000,2
4028,Orumiyeh,1402-04-05,L,HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,"15.6""",1366x768,Intel Core i7 7500U 2.7GHz,6GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.04kg,28800000,1,0,28800000.0,2740000,7
4029,Kish,1398-02-28,M,Lenovo,ThinkPad T570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,20400000,1,0,20400000.0,1520000,6
4030,Mashhad,1399-10-29,M,Dell,Latitude E7470,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.56kg,28200000,1,0,28200000.0,3010000,4
4031,Mashhad,1398-05-25,L,HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.04kg,11850000,1,0,11850000.0,1170000,10
